gene_name	module_nr	module_type	module_subtype	module_substrate	nr_iterations	domain_type	domain_subtype	domain_name	domain_used	domain_active
Psyr_4316   0   PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
Psyr_4314	1	PKS	PKS_TRANS	**Unknown**	1	AMT	None	None	True	True
Psyr_4314	1	PKS	PKS_TRANS	**Unknown**	1	KS	ST	None	True	True
Psyr_4314	1	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
Psyr_4314	1	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
Psyr_4314	1	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
Psyr_4314	1	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
Psyr_4314	2	PKS	PKS_TRANS	**Unknown**	1	KS	NON_ELONGATING_DB	None	True	True
Psyr_4314	2	PKS	PKS_TRANS	**Unknown**	1	PKS_DHt	None	None	True	True
Psyr_4314	2	PKS	PKS_TRANS	**Unknown**	1	B	None	None	True	True
Psyr_4314	2	PKS	PKS_TRANS	**Unknown**	1	PP-binding	None	None	True	True
Psyr_4314	3	PKS	PKS_TRANS	**Unknown**	1	KS	MISCELLANEOUS	None	True	True
Psyr_4314	3	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
Psyr_4313	3	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
Psyr_4313	3	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
Psyr_4313	4	PKS	PKS_TRANS	**Unknown**	1	KS	BETA_OH	None	True	True
Psyr_4313	4	PKS	PKS_TRANS	**Unknown**	1	PKS_DHt	None	None	True	True
Psyr_4313	4	PKS	PKS_TRANS	**Unknown**	1	ACP_beta	None	None	True	True
Psyr_4313	5	PKS	PKS_TRANS	**Unknown**	1	KS	EXOMETHYLENE	None	True	True
Psyr_4313	5	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
Psyr_4312	5	PKS	PKS_TRANS	**Unknown**	1	KR	C2	None	False	False
Psyr_4312	5	PKS	PKS_TRANS	**Unknown**	1	MT	None	None	True	True
Psyr_4312	5	PKS	PKS_TRANS	**Unknown**	1	PP-binding	None	None	True	True
Psyr_4312	6	PKS	PKS_TRANS	**Unknown**	1	KS	ALPHAME_DB	None	True	True
Psyr_4312	6	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
Psyr_4312	6	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	False	False
Psyr_4312	6	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
