gene_name	module_nr	module_type	module_subtype	module_substrate	nr_iterations	domain_type	domain_subtype	domain_name	domain_used	domain_active
AIU36103.1	0	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
AIU36103.1	1	PKS	PKS_TRANS	**Unknown**	1	KS	ARST	None	True	True
AIU36103.1	1	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
AIU36103.1	1	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
AIU36103.1	1	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
AIU36103.1	1	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
AIU36103.1	2	PKS	PKS_TRANS	**Unknown**	1	KS	DB	None	True	True
AIU36103.1	2	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
AIU36103.1	2	PKS	PKS_TRANS	**Unknown**	1	CP	None	None	True	True
AIU36103.1	3	PKS	PKS_TRANS	**Unknown**	1	KS	KETO	None	True	True
AIU36103.1	3	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
AIU36103.1	3	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
AIU36103.1	4	PKS	PKS_TRANS	**Unknown**	1	KS	KETO	None	True	True
AIU36103.1	4	PKS	PKS_TRANS	**Unknown**	1	Trans-AT_docking	None	None	True	True
AIU36103.1	4	PKS	PKS_TRANS	**Unknown**	1	KR	None	None	True	True
AIU36103.1	4	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
AIU36104.1	5	PKS	PKS_TRANS	**Unknown**	1	KS	BETA_OH	None	True	True
AIU36104.1	5	PKS	PKS_TRANS	**Unknown**	1	PKS_DH2	None	None	True	True
AIU36104.1	5	PKS	PKS_TRANS	**Unknown**	1	ACP	None	None	True	True
AIU36104.1	5	PKS	PKS_TRANS	**Unknown**	1	TE	None	None	True	True
